,r,x,y,p,pno,tno,per,perType,actionType,actionNumber,previousAction,subType,player,shirtNumber,season,team_name
2459,0,6.5500001907349,48.590000152588,11,11,2,2,REGULAR,2pt,325,,jumpshot,M. Krampelj,50,2022,Hamilton Honey Badgers
2460,1,32.610000610352,64.970001220703,6,6,2,2,REGULAR,3pt,343,,jumpshot,K. Veinot,11,2022,Hamilton Honey Badgers
2461,1,36.659999847412,49.720001220703,9,9,2,2,REGULAR,3pt,351,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2462,1,35.409999847412,73.160003662109,9,9,2,2,REGULAR,3pt,363,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2463,0,7.3299999237061,77.400001525879,14,14,2,2,REGULAR,2pt,376,,pullupjumpshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2464,0,85.48999786377,50.849998474121,15,15,2,3,REGULAR,2pt,394,,floatingjumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2465,1,93.76000213623,51.409999847412,15,15,2,3,REGULAR,2pt,399,,dunk,C. Agada,12,2022,Hamilton Honey Badgers
2466,1,94.540000915527,47.459999084473,9,9,2,3,REGULAR,2pt,406,,drivinglayup,K. McEwen,0,2022,Hamilton Honey Badgers
2467,1,65.050003051758,48.869998931885,9,9,2,3,REGULAR,3pt,414,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2468,0,93.919998168945,97.459999084473,5,5,2,3,REGULAR,3pt,429,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2469,0,93.139999389648,46.889999389648,11,11,2,3,REGULAR,2pt,431,,jumpshot,M. Krampelj,50,2022,Hamilton Honey Badgers
2470,0,69.269996643066,75.419998168945,15,15,2,3,REGULAR,3pt,436,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2471,0,92.360000610352,88.419998168945,15,15,2,3,REGULAR,2pt,438,,stepbackjumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2472,1,95.160003662109,44.630001068115,5,5,2,3,REGULAR,2pt,440,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2473,1,93.139999389648,48.590000152588,11,11,2,3,REGULAR,2pt,443,,dunk,M. Krampelj,50,2022,Hamilton Honey Badgers
2474,0,85.650001525879,50.0,9,9,2,3,REGULAR,2pt,479,,floatingjumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2475,0,67.080001831055,57.340000152588,8,8,2,3,REGULAR,3pt,481,,jumpshot,Z. Waterman,14,2022,Hamilton Honey Badgers
2476,1,95.480003356934,3.9500000476837,12,12,2,3,REGULAR,3pt,499,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2477,0,93.919998168945,53.389999389648,12,12,2,3,REGULAR,2pt,503,,layup,C. Vital,24,2022,Hamilton Honey Badgers
2478,1,94.0,50.0,13,13,2,3,REGULAR,2pt,505,,layup,P. Oduro,16,2022,Hamilton Honey Badgers
2479,1,63.340000152588,83.900001525879,12,12,2,3,REGULAR,3pt,507,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2480,0,77.540000915527,9.039999961853,9,9,2,3,REGULAR,3pt,508,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2481,1,93.290000915527,52.540000915527,5,5,2,3,REGULAR,2pt,543,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2482,0,92.980003356934,55.650001525879,5,5,2,4,REGULAR,2pt,568,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2483,0,73.319999694824,82.48999786377,7,7,2,4,REGULAR,3pt,581,,jumpshot,N. Djogo,13,2022,Hamilton Honey Badgers
2484,0,95.480003356934,97.459999084473,14,14,2,4,REGULAR,3pt,595,,jumpshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2485,0,93.139999389648,58.759998321533,5,5,2,4,REGULAR,2pt,617,,layup,A. Best,2,2022,Hamilton Honey Badgers
2486,1,93.449996948242,48.020000457764,12,12,2,4,REGULAR,2pt,619,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2487,1,93.139999389648,58.470001220703,5,5,2,4,REGULAR,2pt,628,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2488,0,93.919998168945,56.209999084473,5,5,2,4,REGULAR,2pt,639,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2489,1,93.919998168945,46.610000610352,5,5,2,4,REGULAR,2pt,665,,layup,A. Best,2,2022,Hamilton Honey Badgers
2490,0,95.01000213623,3.3900001049042,5,5,2,4,REGULAR,3pt,669,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2491,1,94.0,50.0,12,12,2,4,REGULAR,2pt,671,,layup,C. Vital,24,2022,Hamilton Honey Badgers
2492,1,87.360000610352,51.409999847412,14,14,2,4,REGULAR,2pt,687,,hookshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2493,1,77.540000915527,96.050003051758,9,9,2,4,REGULAR,3pt,706,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2494,1,94.849998474121,4.8000001907349,5,5,2,4,REGULAR,3pt,714,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2495,0,90.800003051758,73.160003662109,5,5,2,4,REGULAR,2pt,720,,floatingjumpshot,A. Best,2,2022,Hamilton Honey Badgers
2496,0,6.710000038147,44.349998474121,15,15,1,1,REGULAR,2pt,10,,layup,C. Agada,12,2022,Hamilton Honey Badgers
2497,0,33.540000915527,74.01000213623,15,15,1,1,REGULAR,3pt,14,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2498,0,6.2399997711182,55.080001831055,5,5,1,1,REGULAR,2pt,18,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2499,1,6.0,50.0,14,14,1,1,REGULAR,2pt,20,,dunk,J. Tilmon,21,2022,Hamilton Honey Badgers
2500,1,12.479999542236,50.849998474121,15,15,1,1,REGULAR,2pt,22,,floatingjumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2501,1,13.729999542236,4.5199999809265,11,11,1,1,REGULAR,3pt,25,,jumpshot,M. Krampelj,50,2022,Hamilton Honey Badgers
2502,0,32.450000762939,52.259998321533,12,12,1,1,REGULAR,3pt,30,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2503,1,6.2399997711182,53.950000762939,14,14,1,1,REGULAR,2pt,35,,layup,J. Tilmon,21,2022,Hamilton Honey Badgers
2504,0,26.989999771118,22.879999160767,15,15,1,1,REGULAR,3pt,44,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2505,1,6.0,50.0,12,12,1,1,REGULAR,2pt,46,,layup,C. Vital,24,2022,Hamilton Honey Badgers
2506,0,7.1799998283386,57.340000152588,15,15,1,1,REGULAR,2pt,54,,drivinglayup,C. Agada,12,2022,Hamilton Honey Badgers
2507,1,5.9299998283386,48.590000152588,12,12,1,1,REGULAR,2pt,59,,drivinglayup,C. Vital,24,2022,Hamilton Honey Badgers
2508,0,28.389999389648,81.069999694824,11,11,1,1,REGULAR,3pt,77,,jumpshot,M. Krampelj,50,2022,Hamilton Honey Badgers
2509,0,21.680000305176,6.7800002098083,9,9,1,1,REGULAR,3pt,83,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2510,1,17.780000686646,5.0799999237061,5,5,1,1,REGULAR,3pt,91,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2511,1,12.789999961853,57.060001373291,13,13,1,1,REGULAR,2pt,105,,floatingjumpshot,P. Oduro,16,2022,Hamilton Honey Badgers
2512,1,31.049999237061,73.730003356934,9,9,1,1,REGULAR,3pt,109,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2513,0,6.0799999237061,45.759998321533,13,13,1,1,REGULAR,2pt,112,,layup,P. Oduro,16,2022,Hamilton Honey Badgers
2514,0,27.459999084473,21.469999313354,7,7,1,1,REGULAR,3pt,116,,jumpshot,N. Djogo,13,2022,Hamilton Honey Badgers
2515,1,6.710000038147,55.650001525879,9,9,1,1,REGULAR,2pt,129,,layup,K. McEwen,0,2022,Hamilton Honey Badgers
2516,1,6.5500001907349,48.310001373291,14,14,1,1,REGULAR,2pt,135,,alleyoop,J. Tilmon,21,2022,Hamilton Honey Badgers
2517,0,5.3000001907349,3.3900001049042,6,6,1,2,REGULAR,3pt,145,,jumpshot,K. Veinot,11,2022,Hamilton Honey Badgers
2518,0,6.5500001907349,48.590000152588,15,15,1,2,REGULAR,2pt,147,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2519,1,6.0799999237061,54.240001678467,6,6,1,2,REGULAR,2pt,152,,drivinglayup,K. Veinot,11,2022,Hamilton Honey Badgers
2520,0,15.289999961853,50.0,14,14,1,2,REGULAR,2pt,167,,floatingjumpshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2521,1,6.5500001907349,53.110000610352,5,5,1,2,REGULAR,2pt,171,,dunk,A. Best,2,2022,Hamilton Honey Badgers
2522,1,6.5500001907349,48.310001373291,5,5,1,2,REGULAR,2pt,179,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2523,0,35.409999847412,50.849998474121,15,15,1,2,REGULAR,3pt,206,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2524,1,7.3299999237061,52.540000915527,14,14,1,2,REGULAR,2pt,208,,hookshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2525,1,34.319999694824,65.819999694824,12,12,1,2,REGULAR,3pt,238,,fadeaway,C. Vital,24,2022,Hamilton Honey Badgers
2526,0,28.079999923706,75.139999389648,12,12,1,2,REGULAR,3pt,248,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2527,1,7.4899997711182,44.349998474121,12,12,1,2,REGULAR,2pt,252,,drivinglayup,C. Vital,24,2022,Hamilton Honey Badgers
2528,1,6.8600001335144,50.0,5,5,1,2,REGULAR,2pt,257,,dunk,A. Best,2,2022,Hamilton Honey Badgers
2529,1,6.2399997711182,55.080001831055,15,15,1,2,REGULAR,2pt,260,,drivinglayup,C. Agada,12,2022,Hamilton Honey Badgers
2530,0,21.530000686646,92.089996337891,12,12,1,2,REGULAR,3pt,272,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2531,1,14.819999694824,50.560001373291,15,15,1,2,REGULAR,2pt,275,,floatingjumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2532,0,6.4000000953674,3.1099998950958,9,9,1,2,REGULAR,3pt,281,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2533,1,7.3299999237061,55.650001525879,15,15,1,2,REGULAR,2pt,292,,drivinglayup,C. Agada,12,2022,Hamilton Honey Badgers
2534,0,6.710000038147,54.799999237061,13,13,1,2,REGULAR,2pt,296,,jumpshot,P. Oduro,16,2022,Hamilton Honey Badgers
2535,0,6.710000038147,55.369998931885,13,13,1,2,REGULAR,2pt,298,,jumpshot,P. Oduro,16,2022,Hamilton Honey Badgers
2536,1,5.9299998283386,45.200000762939,14,14,1,2,REGULAR,2pt,311,,layup,J. Tilmon,21,2022,Hamilton Honey Badgers
2537,1,14.510000228882,50.0,15,15,1,2,REGULAR,2pt,322,,floatingjumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2538,0,93.599998474121,35.029998779297,11,11,1,3,REGULAR,2pt,334,,jumpshot,M. Krampelj,50,2022,Hamilton Honey Badgers
2539,1,91.419998168945,50.279998779297,14,14,1,3,REGULAR,2pt,341,,dunk,J. Tilmon,21,2022,Hamilton Honey Badgers
2540,1,93.599998474121,55.369998931885,5,5,1,3,REGULAR,2pt,345,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2541,0,91.889999389648,27.680000305176,14,14,1,3,REGULAR,2pt,350,,turnaroundjumpshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2542,0,92.819999694824,57.060001373291,15,15,1,3,REGULAR,2pt,364,,layup,C. Agada,12,2022,Hamilton Honey Badgers
2543,1,93.599998474121,56.209999084473,13,13,1,3,REGULAR,2pt,387,,layup,P. Oduro,16,2022,Hamilton Honey Badgers
2544,1,83.459999084473,49.150001525879,12,12,1,3,REGULAR,2pt,406,,turnaroundjumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2545,0,94.069999694824,56.779998779297,13,13,1,3,REGULAR,2pt,418,,hookshot,P. Oduro,16,2022,Hamilton Honey Badgers
2546,1,63.490001678467,21.75,9,9,1,3,REGULAR,3pt,424,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2547,0,93.599998474121,57.630001068115,5,5,1,3,REGULAR,2pt,433,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2548,1,92.980003356934,54.240001678467,12,12,1,3,REGULAR,2pt,438,,drivinglayup,C. Vital,24,2022,Hamilton Honey Badgers
2549,0,93.449996948242,57.630001068115,5,5,1,3,REGULAR,2pt,444,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2550,1,94.230003356934,46.049999237061,13,13,1,3,REGULAR,2pt,446,,jumpshot,P. Oduro,16,2022,Hamilton Honey Badgers
2551,0,89.550003051758,46.330001831055,15,15,1,3,REGULAR,2pt,459,,drivinglayup,C. Agada,12,2022,Hamilton Honey Badgers
2552,0,61.0,51.409999847412,9,9,1,3,REGULAR,3pt,461,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2553,0,67.709999084473,51.130001068115,15,15,1,3,REGULAR,3pt,466,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2554,1,92.669998168945,45.200000762939,9,9,1,3,REGULAR,2pt,479,,drivinglayup,K. McEwen,0,2022,Hamilton Honey Badgers
2555,0,64.589996337891,81.360000610352,9,9,1,3,REGULAR,3pt,490,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2556,0,16.069999694824,50.279998779297,7,7,1,3,REGULAR,3pt,504,,jumpshot,N. Djogo,13,2022,Hamilton Honey Badgers
2557,0,71.290000915527,8.4700002670288,5,5,1,4,REGULAR,3pt,522,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2558,0,69.730003356934,18.639999389648,15,15,1,4,REGULAR,3pt,536,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2559,0,93.290000915527,57.630001068115,5,5,1,4,REGULAR,2pt,542,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2560,0,91.730003356934,47.180000305176,13,13,1,4,REGULAR,2pt,544,,jumpshot,P. Oduro,16,2022,Hamilton Honey Badgers
2561,1,93.449996948242,46.330001831055,6,6,1,4,REGULAR,2pt,549,,drivinglayup,K. Veinot,11,2022,Hamilton Honey Badgers
2562,1,93.139999389648,49.150001525879,11,11,1,4,REGULAR,2pt,564,,dunk,M. Krampelj,50,2022,Hamilton Honey Badgers
2563,0,92.51000213623,55.650001525879,14,14,1,4,REGULAR,2pt,573,,layup,J. Tilmon,21,2022,Hamilton Honey Badgers
2564,0,83.620002746582,24.579999923706,5,5,1,4,REGULAR,2pt,576,,jumpshot,A. Best,2,2022,Hamilton Honey Badgers
2565,1,91.889999389648,52.819999694824,14,14,1,4,REGULAR,2pt,584,,turnaroundjumpshot,J. Tilmon,21,2022,Hamilton Honey Badgers
2566,1,70.669998168945,76.269996643066,12,12,1,4,REGULAR,3pt,588,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2567,0,66.769996643066,48.310001373291,9,9,1,4,REGULAR,3pt,610,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2568,0,75.040000915527,16.379999160767,12,12,1,4,REGULAR,3pt,625,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2569,1,91.26000213623,61.860000610352,5,5,1,4,REGULAR,2pt,631,,drivinglayup,A. Best,2,2022,Hamilton Honey Badgers
2570,1,92.980003356934,56.209999084473,5,5,1,4,REGULAR,2pt,646,,dunk,A. Best,2,2022,Hamilton Honey Badgers
2571,1,95.160003662109,97.459999084473,9,9,1,4,REGULAR,3pt,649,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2572,0,93.290000915527,44.349998474121,12,12,1,4,REGULAR,2pt,665,,drivinglayup,C. Vital,24,2022,Hamilton Honey Badgers
2573,0,95.160003662109,96.050003051758,9,9,1,4,REGULAR,3pt,677,,jumpshot,K. McEwen,0,2022,Hamilton Honey Badgers
2574,0,68.019996643066,59.319999694824,12,12,1,4,REGULAR,3pt,681,,jumpshot,C. Vital,24,2022,Hamilton Honey Badgers
2575,0,88.459999084473,42.939998626709,15,15,1,4,REGULAR,2pt,685,,floatingjumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2576,0,95.790000915527,42.659999847412,15,15,1,4,REGULAR,2pt,694,,jumpshot,C. Agada,12,2022,Hamilton Honey Badgers
2577,0,95.790000915527,54.520000457764,12,12,1,4,REGULAR,2pt,717,,drivinglayup,C. Vital,24,2022,Hamilton Honey Badgers
2578,0,70.050003051758,74.290000915527,11,11,1,4,REGULAR,3pt,720,,jumpshot,M. Krampelj,50,2022,Hamilton Honey Badgers
2579,0,10.760000228882,49.150001525879,4,4,2,1,REGULAR,2pt,7,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2580,1,10.449999809265,62.150001525879,2,2,2,1,REGULAR,2pt,12,,drivinglayup,O. Ashaolu,33,2022,Guelph Nighthawks
2581,1,24.959999084473,86.440002441406,13,13,2,1,REGULAR,3pt,15,,jumpshot,G. Bezhanishvili,13,2022,Guelph Nighthawks
2582,0,30.729999542236,65.540000915527,6,6,2,1,REGULAR,3pt,23,,jumpshot,S. Smith,22,2022,Guelph Nighthawks
2583,0,10.140000343323,39.830001831055,2,2,2,1,REGULAR,2pt,29,,layup,O. Ashaolu,33,2022,Guelph Nighthawks
2584,1,28.079999923706,11.300000190735,3,3,2,1,REGULAR,3pt,34,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2585,1,8.5799999237061,50.279998779297,3,3,2,1,REGULAR,2pt,38,,drivinglayup,A. Hill,5,2022,Guelph Nighthawks
2586,0,23.559999465942,42.090000152588,3,3,2,1,REGULAR,2pt,46,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2587,1,33.540000915527,42.659999847412,4,4,2,1,REGULAR,3pt,57,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2588,1,6.710000038147,57.340000152588,3,3,2,1,REGULAR,2pt,60,,drivinglayup,A. Hill,5,2022,Guelph Nighthawks
2589,1,26.209999084473,82.199996948242,14,14,2,1,REGULAR,3pt,78,,jumpshot,M. Calloo,14,2022,Guelph Nighthawks
2590,1,22.14999961853,90.110000610352,3,3,2,1,REGULAR,3pt,84,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2591,0,12.789999961853,76.550003051758,14,14,2,1,REGULAR,2pt,92,,jumpshot,M. Calloo,14,2022,Guelph Nighthawks
2592,0,13.260000228882,6.7800002098083,10,10,2,1,REGULAR,3pt,106,,jumpshot,S. Miller-Moore,1,2022,Guelph Nighthawks
2593,1,22.620000839233,37.569999694824,4,4,2,1,REGULAR,2pt,136,,fadeaway,C. Barber,3,2022,Guelph Nighthawks
2594,0,12.010000228882,34.180000305176,3,3,2,2,REGULAR,2pt,155,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2595,0,9.1999998092651,41.529998779297,6,6,2,2,REGULAR,2pt,167,,drivinglayup,S. Smith,22,2022,Guelph Nighthawks
2596,0,14.039999961853,54.520000457764,13,13,2,2,REGULAR,2pt,179,,drivinglayup,G. Bezhanishvili,13,2022,Guelph Nighthawks
2597,1,9.3599996566772,53.950000762939,10,10,2,2,REGULAR,2pt,184,,dunk,S. Miller-Moore,1,2022,Guelph Nighthawks
2598,1,12.949999809265,49.150001525879,13,13,2,2,REGULAR,2pt,199,,layup,G. Bezhanishvili,13,2022,Guelph Nighthawks
2599,1,33.389999389648,77.970001220703,3,3,2,2,REGULAR,3pt,214,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2600,0,33.849998474121,51.979999542236,12,12,2,2,REGULAR,3pt,218,,jumpshot,L. Nogueira,16,2022,Guelph Nighthawks
2601,0,19.809999465942,96.050003051758,6,6,2,2,REGULAR,3pt,242,,jumpshot,S. Smith,22,2022,Guelph Nighthawks
2602,0,15.130000114441,51.689998626709,4,4,2,2,REGULAR,2pt,252,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2603,0,10.609999656677,63.840000152588,4,4,2,2,REGULAR,2pt,255,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2604,1,33.389999389648,79.099998474121,3,3,2,2,REGULAR,3pt,294,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2605,1,33.389999389648,76.839996337891,3,3,2,2,REGULAR,3pt,299,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2606,0,8.5799999237061,96.330001831055,3,3,2,2,REGULAR,3pt,306,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2607,1,26.829999923706,88.139999389648,4,4,2,2,REGULAR,3pt,314,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2608,1,8.1099996566772,63.840000152588,4,4,2,2,REGULAR,2pt,334,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2609,0,7.960000038147,58.470001220703,4,4,2,2,REGULAR,2pt,371,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2610,1,93.76000213623,42.369998931885,3,3,2,3,REGULAR,2pt,385,,drivinglayup,A. Hill,5,2022,Guelph Nighthawks
2611,1,81.279998779297,27.120000839233,4,4,2,3,REGULAR,2pt,389,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2612,1,87.209999084473,52.819999694824,13,13,2,3,REGULAR,2pt,400,,jumpshot,G. Bezhanishvili,13,2022,Guelph Nighthawks
2613,1,90.639999389648,50.279998779297,2,2,2,3,REGULAR,2pt,420,,layup,O. Ashaolu,33,2022,Guelph Nighthawks
2614,1,92.199996948242,54.240001678467,10,10,2,3,REGULAR,2pt,435,,drivinglayup,S. Miller-Moore,1,2022,Guelph Nighthawks
2615,1,89.860000610352,60.169998168945,4,4,2,3,REGULAR,2pt,443,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2616,0,78.940002441406,52.259998321533,3,3,2,3,REGULAR,2pt,462,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2617,0,86.580001831055,46.610000610352,6,6,2,3,REGULAR,2pt,466,,drivinglayup,S. Smith,22,2022,Guelph Nighthawks
2618,0,90.169998168945,20.89999961853,6,6,2,3,REGULAR,2pt,470,,jumpshot,S. Smith,22,2022,Guelph Nighthawks
2619,1,64.900001525879,60.169998168945,3,3,2,3,REGULAR,3pt,509,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2620,0,93.919998168945,3.1099998950958,3,3,2,3,REGULAR,3pt,512,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2621,0,90.800003051758,35.590000152588,6,6,2,3,REGULAR,2pt,523,,drivinglayup,S. Smith,22,2022,Guelph Nighthawks
2622,1,87.050003051758,62.430000305176,4,4,2,3,REGULAR,2pt,531,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2623,1,90.169998168945,47.740001678467,10,10,2,3,REGULAR,2pt,542,,dunk,S. Miller-Moore,1,2022,Guelph Nighthawks
2624,0,88.459999084473,52.819999694824,4,4,2,3,REGULAR,2pt,546,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2625,0,85.339996337891,57.909999847412,3,3,2,3,REGULAR,2pt,553,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2626,0,63.959999084473,65.25,12,12,2,4,REGULAR,3pt,580,,jumpshot,L. Nogueira,16,2022,Guelph Nighthawks
2627,0,66.769996643066,53.389999389648,4,4,2,4,REGULAR,3pt,590,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2628,1,89.080001831055,43.790000915527,13,13,2,4,REGULAR,2pt,610,,drivinglayup,G. Bezhanishvili,13,2022,Guelph Nighthawks
2629,0,93.139999389648,81.919998168945,3,3,2,4,REGULAR,2pt,617,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2630,0,94.069999694824,42.090000152588,2,2,2,4,REGULAR,2pt,625,,drivinglayup,O. Ashaolu,33,2022,Guelph Nighthawks
2631,1,94.849998474121,45.759998321533,13,13,2,4,REGULAR,2pt,657,,drivinglayup,G. Bezhanishvili,13,2022,Guelph Nighthawks
2632,1,70.51000213623,32.200000762939,6,6,2,4,REGULAR,3pt,666,,jumpshot,S. Smith,22,2022,Guelph Nighthawks
2633,1,88.919998168945,58.470001220703,4,4,2,4,REGULAR,2pt,685,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2634,1,78.779998779297,68.080001831055,4,4,2,4,REGULAR,2pt,688,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2635,0,84.559997558594,51.689998626709,4,4,2,4,REGULAR,2pt,771,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2636,1,94.0,50.0,10,10,2,4,REGULAR,2pt,773,,layup,S. Miller-Moore,1,2022,Guelph Nighthawks
2637,0,93.449996948242,72.879997253418,4,4,2,4,REGULAR,2pt,790,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2638,0,88.610000610352,49.150001525879,6,6,2,4,REGULAR,2pt,796,,drivinglayup,S. Smith,22,2022,Guelph Nighthawks
2639,1,70.669998168945,87.569999694824,4,4,2,4,REGULAR,3pt,799,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2640,1,4.210000038147,52.819999694824,2,2,2,1,REGULAR,2pt,9,,dunk,O. Ashaolu,33,2022,Guelph Nighthawks
2641,0,22.459999084473,58.470001220703,4,4,2,1,REGULAR,2pt,13,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2642,1,31.829999923706,68.080001831055,3,3,2,1,REGULAR,3pt,15,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2643,1,26.829999923706,28.809999465942,3,3,2,1,REGULAR,3pt,27,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2644,0,6.0799999237061,68.080001831055,13,13,2,1,REGULAR,2pt,48,,hookshot,G. Bezhanishvili,13,2022,Guelph Nighthawks
2645,0,11.079999923706,79.099998474121,3,3,2,1,REGULAR,2pt,55,,turnaroundjumpshot,A. Hill,5,2022,Guelph Nighthawks
2646,0,24.489999771118,12.710000038147,3,3,2,1,REGULAR,3pt,74,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2647,1,5.1500000953674,4.2399997711182,14,14,2,1,REGULAR,3pt,87,,jumpshot,M. Calloo,14,2022,Guelph Nighthawks
2648,0,7.6399998664856,3.3900001049042,14,14,2,1,REGULAR,3pt,105,,jumpshot,M. Calloo,14,2022,Guelph Nighthawks
2649,1,3.5899999141693,4.2399997711182,3,3,2,1,REGULAR,3pt,122,,jumpshot,A. Hill,5,2022,Guelph Nighthawks
2650,1,25.270000457764,90.959999084473,14,14,2,1,REGULAR,3pt,136,,jumpshot,M. Calloo,14,2022,Guelph Nighthawks
2651,0,5.6199998855591,62.990001678467,10,10,2,1,REGULAR,2pt,146,,drivinglayup,S. Miller-Moore,1,2022,Guelph Nighthawks
2652,1,2.8099999427795,58.470001220703,4,4,2,1,REGULAR,2pt,172,,drivinglayup,C. Barber,3,2022,Guelph Nighthawks
2653,0,31.360000610352,74.290000915527,12,12,2,1,REGULAR,3pt,183,,jumpshot,L. Nogueira,16,2022,Guelph Nighthawks
2654,0,31.049999237061,27.39999961853,6,6,2,1,REGULAR,3pt,198,,pullupjumpshot,S. Smith,22,2022,Guelph Nighthawks
2655,0,33.229999542236,29.10000038147,4,4,2,1,REGULAR,3pt,205,,jumpshot,C. Barber,3,2022,Guelph Nighthawks
2656,0,17.0,35.029998779297,10,10,2,2,REGULAR,2pt,235,,floatingjumpshot,S. Miller-Moore,1,2022,Guelph Nighthawks
2657,0,31.200000762939,57.340000152588,6,6,2,2,REGULAR,3pt,239,,jumpshot,S. Smith,22,2022,Guelph Nighthawks
